ID,Key Generated,Entropy Value,Basis Kind
1,Quantum Key: 343f50ded464d72d36af4a7936cf1a8f42aacf260bbc4d3b964892ab00a811f3,Entropy: 256.00 bits,rect
2,Quantum Key: 2a09919091479d0aa2469a7bd47da666df16dd49ac1566a002f6b7a79a737c37,Entropy: 256.00 bits,ellipse
3,Quantum Key: 4059d4c9b3be9622f887577cc6d81f033054c8c91ad6da82e7d7115828012615,Entropy: 256.00 bits,circle
4,Quantum Key: 8055eea91118ef7bfcbadfbffffbd00d3d0105768c20689264a7ce05166d53ff,Entropy: 256.00 bits,ellipse
5,Quantum Key: fe2d83ff780da640fb4a271d421696de08702a9a7d28164dd5f278384a25cfe5,Entropy: 256.00 bits,circle
6,Quantum Key: 7dbd03bcfdf48f1d09376db223b59cab60d1a5d2d23359228409a6e04842072c,Entropy: 256.00 bits,circle
7,Quantum Key: fbd4d4bf18f89770735c12e8ee6290bc819166352ca57ed3dc4545aa95cf6de1,Entropy: 256.00 bits,circle
8,Quantum Key: e9d27ad83f481b31f0d74b74c518bcbd1914764062beb3283627060919434421,Entropy: 256.00 bits,ellipse
9,Quantum Key: 19cfa0476513021afef4635a76021fb40a119475a45e7b6decda3baaec68f390,Entropy: 256.00 bits,ellipse
10,Quantum Key: 52aaac04576570f1cf5b186e11a11f331977ce012e76c9089311b58eeb3ddbee,Entropy: 256.00 bits,ellipse
11,Quantum Key: 4f258315ae8d5a639afd810b440a1809b125c0e8811416c7545e21478f484e48,Entropy: 256.00 bits,circle
12,Quantum Key: 489b147ffb9827895e0c79fff973283d9c1597e5e6ba13f38efde1c6836e5f8d,Entropy: 256.00 bits,ellipse
13,Quantum Key: f8ad3a6e856df2713dfe091527aafbfcf994cd303203732f552ab378c7cfc090,Entropy: 256.00 bits,circle
14,Quantum Key: 01d167fe3df959f0bf2931d4261ff55b10794d544dc95fc4fee62f1704a48910,Entropy: 256.00 bits,circle
15,Quantum Key: 94570cd961d9748e74de481369ec581dab893c7c56b83c8fac96495426299b1c,Entropy: 256.00 bits,rect
16,Quantum Key: e9418034305c60cbd278001ac60cb5a0d0874ce9417dc5c004f4ee06e2685ff9,Entropy: 256.00 bits,rect
17,Quantum Key: 7170f41a4d9b80eba3c01e2d894bcbafa4a0a8dd19413be01f16ea2db96ef5e6,Entropy: 256.00 bits,circle
18,Quantum Key: bf48ef46af82d9bbdb5ae5e8648d7a1c132c70448c91c877a2fdb63fe1ae11a6,Entropy: 256.00 bits,ellipse
19,Quantum Key: 73a0e9284657077021d31793d52611ec830b67a847a33e9c58bf665b7a80c35e,Entropy: 256.00 bits,rect
20,Quantum Key: b595ea710ee65fb50146ab701a2e1006582ac27842e63e4fb882de63293f84ee,Entropy: 256.00 bits,rect
21,Quantum Key: fb5bb79268ac82032d58ae063616797d5c368d879e9614ed192810afbf6d81ae,Entropy: 256.00 bits,rect
22,Quantum Key: 3cd80757eeaab391579ab083e05d9873a54c7bf199adfd69b45dab59a91871ce,Entropy: 256.00 bits,circle
23,Quantum Key: 805d145d8bfe12da7028c51ddcf9e3b6efd258e89513cb2027c61cb9f19a0158,Entropy: 256.00 bits,ellipse
24,Quantum Key: 74f9362f872a302d89364a8847eeee7b6b406ab750d6f8d6acfda85b0e025d7e,Entropy: 256.00 bits,circle
25,Quantum Key: 00830c20c06a2e0740ef2b9d8612b7d89332e4efea487e37e365bd7aacaee01a,Entropy: 256.00 bits,circle
26,Quantum Key: ab2bfb7e9fafd8e35ef4c72279bebfa05517931f053d5e45093125b4d1dc1a4b,Entropy: 256.00 bits,ellipse
27,Quantum Key: 0c6c667f7bf4e7b5e8c69d2ebd0f3a9cdd6a7fd36ea7b546cedc5608c41a842d,Entropy: 256.00 bits,rect
28,Quantum Key: b0b7354bad459b841b4f8d91738b7aa091ebe74133f8a7c319939a5c8e24a192,Entropy: 256.00 bits,ellipse
29,Quantum Key: 6c5bd2ca2b5d8a6e82e59e376701082b27ea1753ef0f6afe5cc21e192a7b2c51,Entropy: 256.00 bits,rect
30,Quantum Key: 2f2982d8b42fdb3b33a35452d6adb852440fa6cfbef080daa80dd425d9c05b13,Entropy: 256.00 bits,circle
31,Quantum Key: 6892681d07d17aa4909b66c65bce82b6ea00de70c61149ecf97ba74a58e6c07b,Entropy: 256.00 bits,rect
32,Quantum Key: aa3d9153c870b23e82986af9c52a02fec3c25e3a691eca3755bf7807c746cfd7,Entropy: 256.00 bits,ellipse
33,Quantum Key: c0260d0d36b2c1bb1a5a7a444d8ede7a57f50f2bbe2dc077faf9b854b4c94a02,Entropy: 256.00 bits,circle
34,Quantum Key: 7a6e8ed8baddd654cc45a1e6e4a735bc73f62349be5d61bc1bf8ddc38cc92cf1,Entropy: 256.00 bits,circle
35,Quantum Key: e032b24dc6683c0f7d0edce569cd537e7e262fe3b6f9a25ce2b41039dd12baca,Entropy: 256.00 bits,rect
36,Quantum Key: 164b18d51fd00dbf1b621f2aef0eee30712b47828b5d6e8ce181a3a866b6fa49,Entropy: 256.00 bits,ellipse
37,Quantum Key: 85735197ec117ff663c11992f6262c52ff0a049b4dbb352b1511cb75d518e627,Entropy: 256.00 bits,circle
38,Quantum Key: d1aeb78caf70595183430938b9bf0b8926a3c43f9f4f22e2038f1d80f96bc459,Entropy: 256.00 bits,ellipse
39,Quantum Key: d55b6bdab38f93fb38c97a4b06dcfcef2a990cd185680763867f5d02a06d2f25,Entropy: 256.00 bits,rect
40,Quantum Key: 03d695a0926bfb5a79cc60555c30caf2d1f197ad338acde3100ad466d03cc3a7,Entropy: 256.00 bits,rect
41,Quantum Key: fe65d53012a812b5b9fe2231d08a5d2601f34b739ab2c17d261334e8706857a3,Entropy: 256.00 bits,rect
42,Quantum Key: 28f0ffa2972a33ff95c5a222cf6e830567ebcd4fe31abcb29660e636e1e5b1e6,Entropy: 256.00 bits,circle
43,Quantum Key: 225f27906328694c1075c99f13b01ee29240cfc3c514bd1bff37e74995c5859a,Entropy: 256.00 bits,rect
44,Quantum Key: 2f9f9d8875b87eee76045775e7f9bebd37928a6507573cc1e310ca9af03bc53b,Entropy: 256.00 bits,ellipse
45,Quantum Key: 0b7f5ef28bc7bd5f674889b2f23a375990c19efeeb22c291a5e75b322edc2e3f,Entropy: 256.00 bits,ellipse
46,Quantum Key: 890f1e9f877b1de43bddb93da3c721fa71510685a30df8186b801f0fed8bcabd,Entropy: 256.00 bits,ellipse
47,Quantum Key: e1c05bb338f6f7949a9a72d3969a7e24152908e85d9a7fdc228b1e42375da1ff,Entropy: 256.00 bits,rect
48,Quantum Key: 06d4b376f8e33ca93cb2fed97884ce486abb882f5f59920f42792109a2f2c3f0,Entropy: 256.00 bits,circle
49,Quantum Key: 9ab7bcf1b820086c7291c676700ecb12b968dead8ff6f9f1070cba8bd60cb0ac,Entropy: 256.00 bits,circle
50,Quantum Key: 6cad4cfb21e69833f5e6e3b7cf8b0af1337d577f9fe0364e86185a7d08fc447c,Entropy: 256.00 bits,circle
51,Quantum Key: 00e3ee5ff28d084ca5a14ba23acea80bf08b8d7b258e316cb0f2687e623f68fd,Entropy: 256.00 bits,ellipse
52,Quantum Key: 243a9fa64a21ea1c2ca77b1e47445cd83d3303097de58e691acdba0cc8ee109e,Entropy: 256.00 bits,ellipse
53,Quantum Key: ae490fa8627ed6f16ab59e0251684c00d49741146a4cc6662079e092a43a6a33,Entropy: 256.00 bits,ellipse
54,Quantum Key: 2c607db79b393b6361824923f9e2a95fd49ea6dd375329adf2cf1f8eede2f6e2,Entropy: 256.00 bits,circle
55,Quantum Key: e5e19cce363bd55c1ce6af8a197e98c8fd3f787316e7ea89534f2f046b191b1d,Entropy: 256.00 bits,ellipse
56,Quantum Key: 9237eef95037182dd6462eece086641b992b5c2361ad22495bb8b320edd495ba,Entropy: 256.00 bits,rect
57,Quantum Key: f0f1711c734e3393bc6478ba11f5c0ef99b88a21db2d2cdd015103fb1ae5c07f,Entropy: 256.00 bits,circle
58,Quantum Key: aec1e66727412c236f8a21159a1b2e37081736f3e49d4562bbd3f293767d0a51,Entropy: 256.00 bits,circle
59,Quantum Key: 34be4d92a75374e698c4811e3c6c83892974983d545ba64feeece473b3e8877f,Entropy: 256.00 bits,rect
60,Quantum Key: e706ae1ad5bd6028643e38883436750aabe19a222b3a7f10020771dd7d47b47a,Entropy: 256.00 bits,rect
61,Quantum Key: bf1bb047f42c57905a662bf29d600326c4d48b8dabc3e9f17f05a49bab8f8307,Entropy: 256.00 bits,rect
62,Quantum Key: 2110754b728b68482236d19148a877a5a96414353a4043d6b0f01e778b86b8d0,Entropy: 256.00 bits,ellipse
63,Quantum Key: 120171e28b4f479299974f5de038b57015a4536bca884086a908e02cd6bf53b2,Entropy: 256.00 bits,circle
64,Quantum Key: c5a799683dcfc827dc6912f7c85295b3b9ecdb533ab5a2ebe135019821514dad,Entropy: 256.00 bits,circle
65,Quantum Key: ee414c386a9dc7108252f60ff932d420663852b5f9ace4b6123c28c09c65a9f6,Entropy: 256.00 bits,ellipse
66,Quantum Key: 26f33f7d60c02bb2e6b0e45040f4c57c90954f04a72d9f767ee1407d266647c2,Entropy: 256.00 bits,rect
67,Quantum Key: 2551dbbe4413311fec196eca1b9e86bd9b89ba3b4ef2ec1192f070259521d4cc,Entropy: 256.00 bits,ellipse
68,Quantum Key: a23864d4589950782e780141e9804ee641b0775dbc2a10b425a0da88f0a15b1c,Entropy: 256.00 bits,rect
69,Quantum Key: c4f51d7fa785aa64a64bff303a37015f493ab1b05bd74a4a4efb629307a21739,Entropy: 256.00 bits,circle
70,Quantum Key: 8c44fbc7b30a99ff06a2c0e145ed6e003e9753e1cc0f552eff5eca9e7bf7256a,Entropy: 256.00 bits,ellipse
71,Quantum Key: 0effcf8245a86fe021e03bae68acf082399f6c3d74457b1129b37ffdfaec1e27,Entropy: 256.00 bits,ellipse
72,Quantum Key: 8dbeb4623495ab7ff04f74b126b0c3a403eaa866ad1df5894392d7086e0cf051,Entropy: 256.00 bits,rect
73,Quantum Key: 819135aa7ed5de6bb7bd55be225baa3999544a2727d61924910c2374d41faf75,Entropy: 256.00 bits,ellipse
74,Quantum Key: 425e895c10229d0db7122c22fafd600cbb8ed7f8b02fde56a424f7517f5eb68e,Entropy: 256.00 bits,ellipse
75,Quantum Key: 53cf5b49d2397b2ac8d2b274d191bd31deebf3b2807bdf14ca5c286f24cae6dc,Entropy: 256.00 bits,circle
76,Quantum Key: fee453f33a858f6a18dfd37996143dec729cec0097e576d10bbf3e494187f2cc,Entropy: 256.00 bits,ellipse
77,Quantum Key: b37b5b751d68d015542a5fcb656d640dedbd4c63858a713a2e70945c6c56c940,Entropy: 256.00 bits,rect
78,Quantum Key: 405aa1c17471583ddfa7d491971c263b61eeff3ebef1fd025cce04c79da542c9,Entropy: 256.00 bits,ellipse
79,Quantum Key: c3dbceaf54c053097f588d2af538fce8ac52b8fa5e77b286417588501083aa19,Entropy: 256.00 bits,rect
80,Quantum Key: 668ea05e47fd7a2957fdf959a46e993acf45e08c22cd660f7636a6f227e29eee,Entropy: 256.00 bits,rect
81,Quantum Key: 8492d577ed44b2e64118bb0b7849e871a2c2cbee77e6699e7406aba27534e754,Entropy: 256.00 bits,circle
82,Quantum Key: 0f4cb5560e7738cb5f914d569095270876dfd12819dbc6965e2f44ecae3ff104,Entropy: 256.00 bits,circle
83,Quantum Key: 092d562712ebe22608fde122eeaefc7e7fcb6838b0291e3f771a7d16931ce268,Entropy: 256.00 bits,circle
84,Quantum Key: 040a092c434c3f113c9d32df09627c490dbbf2146302433cc58afb94a12a19da,Entropy: 256.00 bits,rect
85,Quantum Key: 57d48cb5b6563be1db569958ac53561996dd35fec509e76f8b7f0c2391e835cc,Entropy: 256.00 bits,ellipse
86,Quantum Key: abad97aa714791a34781ca0b2ebe7f5b7dcdb0ddba4ad5f8edb72a4079ea6202,Entropy: 256.00 bits,rect
87,Quantum Key: f68ba3b61623576e8e055d64f789611c4113c07c8d93dbaced21d38281b860c2,Entropy: 256.00 bits,rect
88,Quantum Key: 923ea8c8f948a945d20ad6eae1254a469e6bf2171bd13146fdfcdbdfad9c933f,Entropy: 256.00 bits,ellipse
89,Quantum Key: 0fc8c3057d7dd403d0480b8142d272f7f2bb50bb3ac54957a0e01cfe6844e9fc,Entropy: 256.00 bits,circle
90,Quantum Key: 64db4dbf11e47f7d761bb7d7621519f6288c3478ec2f978e3b698cc652c9c2dd,Entropy: 256.00 bits,rect
91,Quantum Key: fd92033060995a75a459654a0566394bde36a445c3af373050a32dabf524bae3,Entropy: 256.00 bits,ellipse
92,Quantum Key: 8dacb85fa3ee02beb4dc163e04849bb6a584398637d74fe6a2fbe26902df4f61,Entropy: 256.00 bits,ellipse
93,Quantum Key: 820ca84ff85232a401acc6cfae4f05ee11dc25f5f97ee7bdb5a47c60eeb6b0d2,Entropy: 256.00 bits,ellipse
94,Quantum Key: b47e37e309ee2efdc1259536dcf3852cabcf1b4b532456cd54ee25b331ef472c,Entropy: 256.00 bits,rect
95,Quantum Key: b00c9efb2890e9bcf14a2cc182f8f7267ee5659f29523f0a2acba6f354424c02,Entropy: 256.00 bits,ellipse
96,Quantum Key: b0b09db4b27839b4d40bd2471ce998179c235642e6292c5e3ceeb741a6f63026,Entropy: 256.00 bits,rect
97,Quantum Key: 01906dbb29ea098f356095bb72ad1f64154a8c807de3e7cb217ec8d101a76217,Entropy: 256.00 bits,circle
98,Quantum Key: a0d182486868436f39ce3e733ec4c6e16d66b3d381b2daf8778e4538a8a8280d,Entropy: 256.00 bits,ellipse
99,Quantum Key: 91bbb0fc70942bae130f40b09ed577eb2bb05f988219f99a5e57c19fcd998935,Entropy: 256.00 bits,ellipse
100,Quantum Key: 5c999cfdbd185aa5c897e2c5c4d9dd3f874115dd2f4e1bc452f4c2af987a4293,Entropy: 256.00 bits,circle
101,Quantum Key: ceef39ceafd161fc7cc59a46c78878a90df57dba45268e05916757566f647de8,Entropy: 256.00 bits,ellipse
102,Quantum Key: c4408869c47bf6c245ceae38b7b82984b4b281439960109c20f2c25d9899f55e,Entropy: 256.00 bits,circle
103,Quantum Key: 7738cdd082db072df805b0a7c9d66a800e8f3cce36d133ca96ad3474141bce04,Entropy: 256.00 bits,ellipse
104,Quantum Key: 1e0575c1f5c64bb92fe8bc421b636c8a84aaff45fbde630a51acbf6ac6b2ecac,Entropy: 256.00 bits,circle
105,Quantum Key: 93480d6acc0461c019b3a05ed45d6be80933a523ba15536a8d3d5e3f7a4d54f4,Entropy: 256.00 bits,circle
106,Quantum Key: 70c2c69a2291e82c23d6041d5b5a582333e6a7632a6286ad3b0e8dd43985636c,Entropy: 256.00 bits,ellipse
107,Quantum Key: 5bb4d35ce65008094cae76828bc90642ed36ab5493df167ad5bfa3da37b4e9e4,Entropy: 256.00 bits,rect
108,Quantum Key: 638a9f7f60a5867403d84e3e5dfc6421097b2d8c253b54a59df66c64b193e164,Entropy: 256.00 bits,circle
109,Quantum Key: c0d2bc780e07d63f580118dfcfd10b872f51dda1a12377bdd8c5bfe2d9b0a352,Entropy: 256.00 bits,ellipse
110,Quantum Key: 70748fabe9daa4522c9c884adc2056926505a904cafeff9e8c619bdf102ea774,Entropy: 256.00 bits,rect
111,Quantum Key: ca5bbe6b422e855bb5e4144dba1f1905134d2e331405755ed44e78c46b754566,Entropy: 256.00 bits,rect
112,Quantum Key: a9ecd5c4dbb2337bf51c808844be61e2fadbe48224dd2e125faac1547a401f11,Entropy: 256.00 bits,rect
113,Quantum Key: 1aca3b7f354d1e8f9eb86d69365e6f8d04b85f5bfe29d8da1f923c4a372e0955,Entropy: 256.00 bits,circle
114,Quantum Key: 39b9365c1052496348cc47df2042b5458e0fe0b7d08c6a14cd824c0ec1742005,Entropy: 256.00 bits,ellipse
115,Quantum Key: b88a3fdf61e38ed01a9e0016af5904e7bee16ba74591079f9c1fed6be80f2354,Entropy: 256.00 bits,ellipse
116,Quantum Key: 78b4dcdac15604541995f43c051e1e8b6bf07ffd93d5c23646bcd4c9bfd910fe,Entropy: 256.00 bits,rect
117,Quantum Key: e9864b1fe387dbf4d8a6c69c7ef9c69c80561a04a59c0708e012c9a7119c8aa1,Entropy: 256.00 bits,ellipse
118,Quantum Key: 087224e85a9154a53aedf412599a73de359cf61e16b655d632f12206ccb403de,Entropy: 256.00 bits,rect
119,Quantum Key: fcf7c0539bec0d87a54d546b83a1bebc798725260e4822928e85ea50897c6a00,Entropy: 256.00 bits,circle
120,Quantum Key: cbbddc245299b58e7be2c52a6454424dd62448e04c4c2218e0631d986f4e7b9b,Entropy: 256.00 bits,ellipse
121,Quantum Key: d129277e809a8029c3593508dfea3bba00d548a4e5cc91ab3a76a8d2c1aac5bf,Entropy: 256.00 bits,ellipse
122,Quantum Key: 3dff5cabc938551dae0ec802081d3ed65e1bfd1134bae65c2ed662e9992f9f97,Entropy: 256.00 bits,ellipse
123,Quantum Key: 6e5de2c04eb0490a81549bd58ad55b9078567e69b1aa00f454eff6c5809aac38,Entropy: 256.00 bits,rect
124,Quantum Key: 33969ab311caafec5f274240fb75d0783ca660d0987f6c20a18d1a7041417b0c,Entropy: 256.00 bits,rect
125,Quantum Key: 2d5f0e565e83956d8f33c67835ab0b19038d6b9aeae080a75e572c23ad06fafb,Entropy: 256.00 bits,ellipse
126,Quantum Key: a46adb38ace71f0ddcc2f09da0c377ca12acca57cf30ace1bbfbb73cf4733349,Entropy: 256.00 bits,ellipse
127,Quantum Key: 584f4a057f7e22349831f78cea134fa7a598d755fbcc443420984eb4be5f3304,Entropy: 256.00 bits,ellipse
128,Quantum Key: 32feefbd259cf08083759277bbd2eec70596ec83562fc8bc300b5318c9f51ef4,Entropy: 256.00 bits,rect
129,Quantum Key: ade3e412cb7d42b0061188b7f1d58597f1c0c168d98707d765c72c8ec98d46f7,Entropy: 256.00 bits,ellipse
130,Quantum Key: f242a12719cb0b767a43ed34f086737fc59366a1911dce574034567d450329d5,Entropy: 256.00 bits,circle
131,Quantum Key: b8d566cbeb2b6923d53b87ca53661c4577afa76ef8a8e3eb409ead4c40718ce4,Entropy: 256.00 bits,ellipse
132,Quantum Key: 102bb16321c8761b49d243cc6c995a76db626f8b8ac0c32eadd46e4fecbfbb8f,Entropy: 256.00 bits,rect
133,Quantum Key: bb2ba3fc1afc429faa30373e12d11744f64a9eaea9493578fcf59d17bb81a4cb,Entropy: 256.00 bits,circle
134,Quantum Key: bd6df8334e7606192db3f0f94881a9e9fb1191400ae275708c50c3abe674caf0,Entropy: 256.00 bits,ellipse
135,Quantum Key: 36476bc509f64d282d0f245aeb4e6fb5b80892da397d5b47c044af47923fb790,Entropy: 256.00 bits,circle
136,Quantum Key: ef2eed50ea04d82c68578dd3d76e8f3facaa9ee229a061f2475fad923c8c95ae,Entropy: 256.00 bits,ellipse
137,Quantum Key: 40f68b6d7e49ed4f3a44f21c6c7ed70ca1389a7474cdd397d676123db38b0e95,Entropy: 256.00 bits,rect
138,Quantum Key: 2a2a21221cc21574332f221932ed9395b50604134e68cd40a065b149572efba8,Entropy: 256.00 bits,rect
139,Quantum Key: ddb970d425d74d95928fb8f71a86a0852f90ac16b39df1285c1e3da33f318ec5,Entropy: 256.00 bits,circle
140,Quantum Key: a72d4b815a586d6f0bebe9fe8aa1ef427f9e7243dcac2cd609438649ff5fe3ed,Entropy: 256.00 bits,rect
141,Quantum Key: a4ac84889470358628de4eefdf1b753a5de844e7ddd388b991c27e64c078c46c,Entropy: 256.00 bits,rect
142,Quantum Key: 9a8459c333f02f6d1402af1cb7b3b8436af40d24517fca47331cf9c8b7eae403,Entropy: 256.00 bits,circle
143,Quantum Key: cc2e09c4028013837d6d516799fe24b68c2e5b4115ddbbc7430332189c7b12a2,Entropy: 256.00 bits,rect
144,Quantum Key: 8f2008b558989470a1254e9e2ca6034bb6205f27d153f8991a2837df64821cd9,Entropy: 256.00 bits,ellipse
145,Quantum Key: 2c94ae3e8d3468e0867cda9e5abc38d984166b35480248fc867928987b4bd23b,Entropy: 256.00 bits,ellipse
146,Quantum Key: 01c54200c65b00f0f4ea95a3493e7ed2837bf1a8804035a61a5f032d00f8f6bb,Entropy: 256.00 bits,circle
147,Quantum Key: e122915629fddf0818f2b98f447bd47ea1d38f7823a43a551def809896d88e27,Entropy: 256.00 bits,rect
148,Quantum Key: 1487cec76007e3b61b832b89e660f1f9b98989719ca3b8637b3afa29ecb7e82b,Entropy: 256.00 bits,circle
149,Quantum Key: d756938429b010d611b5d499c42f368bb6b5ae1c8c0246166af965ce15ccac1c,Entropy: 256.00 bits,circle
150,Quantum Key: c7c36cd273c29f5af807a973ac84c9174cfd7b2f33d234533c8a2754d2e6c608,Entropy: 256.00 bits,rect
151,Quantum Key: 328493ccbc6357930ffa3f04f711057c26233438f47f16b39e945dea4564c2fc,Entropy: 256.00 bits,circle
152,Quantum Key: 5dd8233e3082b4fd04fb9606903e20d94f37d2cd851208d025efdd3f22d5e802,Entropy: 256.00 bits,ellipse
153,Quantum Key: 78397147b5b2aadf0fb8bb5ddea6f5f1ce6f2aa2620b5537b7c98743c6e5b963,Entropy: 256.00 bits,ellipse
154,Quantum Key: d4027e628e425ef04c3a8b2c8d412ffd09b78a71afc75327ba3ca00ceb6e3100,Entropy: 256.00 bits,circle
155,Quantum Key: 9489a5b7646cc245a55f75d0e181ba942b6c4c27870aba4c66fdf22196f96b88,Entropy: 256.00 bits,rect
156,Quantum Key: adc79810532b0db71be077c06bf8304ef1cd82e794d4291db535226f09fa6781,Entropy: 256.00 bits,ellipse
157,Quantum Key: e516592d9f16efb996f28d93edbdbe532ab41b00a095b274ac0fa60760565c0e,Entropy: 256.00 bits,rect
158,Quantum Key: 6a4a2a6430e885f8bab969921ea44dedd9b5e1cea5eff82e388b1198490fa357,Entropy: 256.00 bits,ellipse
159,Quantum Key: 6b35f8d71cc181826385e2884a36fd689a7d2558ada422f47dc4de52770efc0f,Entropy: 256.00 bits,circle
160,Quantum Key: 2a27e9e1a8e4d1e0c44af623e04b2bb1c36d450aa81e6480855b66c74f9abbdd,Entropy: 256.00 bits,rect
161,Quantum Key: 1674665a21e5e7666e83d6a316ab3bc8ce1a270241f87a6cb7e7741bea6ac344,Entropy: 256.00 bits,ellipse
162,Quantum Key: 02a4eb6c0f779f34720bcbf4c4182d1649d740b90a1bc083e49fa6e15ba4e997,Entropy: 256.00 bits,circle
163,Quantum Key: a0a33661513deb2b4d3fdaa0615cbdc234c9dd06f036cbed7f0957f01f3a42c9,Entropy: 256.00 bits,circle
164,Quantum Key: d5ac0a0772c95765806693d3af9148115b7b6f7687573329cc714855589d82b7,Entropy: 256.00 bits,ellipse
165,Quantum Key: 99d7250edb0b7c64f739b35e3cfd36ed2dcba5fe80f9d2675cf77853c4eaea71,Entropy: 256.00 bits,ellipse
166,Quantum Key: 12a42f9781497eefc3d1805c8a6b3ac79bac815abadb216439109d8aeea50dcd,Entropy: 256.00 bits,ellipse
167,Quantum Key: 9e0b54cac5c4069c25415ffd008e462cb9a520e21f4f8090024263d93cf2b370,Entropy: 256.00 bits,circle
168,Quantum Key: 27c06988908beb7ad52be7ea5fa81756eb7a367f7fe501181966f4ce23d89ea7,Entropy: 256.00 bits,circle
169,Quantum Key: 9b23805332701cabfbb8483ad9541c5a972ea5d092c8a24fed2aff269cb2d5b3,Entropy: 256.00 bits,circle
170,Quantum Key: ec220fd4dd97988fa3abca24bcc42660d5238f53f2deada301534cf4bfaa1e0d,Entropy: 256.00 bits,circle
171,Quantum Key: 692a664de26ec01f4872c83852ab0c4b0194222de394470d4d809a25eaf51583,Entropy: 256.00 bits,circle
172,Quantum Key: 5e2e614f729fe3d662f60c446e74336782cd42b400446a535448daf4bb6ebbbc,Entropy: 256.00 bits,circle
173,Quantum Key: cff49df33b8efb987a714f47846c2aaf4823f6859f7e6bbc04540de2044667dd,Entropy: 256.00 bits,ellipse
174,Quantum Key: ba7c1f075748c9757691c5fa5b592413be7787287c3e74a6ea6e26bfee2ef834,Entropy: 256.00 bits,rect
175,Quantum Key: 70be4ee49cd9065b099ffe76afe98edd277a2f1a3570a98919582290b367f194,Entropy: 256.00 bits,ellipse
176,Quantum Key: 97d851d93b2b32741b5a10daed10d8e3bdaef7d26f4e55a812f2cd37c5c4acfc,Entropy: 256.00 bits,ellipse
177,Quantum Key: b221a6775938010725f7a2c9a57980154b7c712f5d618f3e223d9d64740f9d0e,Entropy: 256.00 bits,ellipse
178,Quantum Key: da7e290f034e69f7135b36aee32292410dedf4e5f6e95c76a89e6551c5ea5631,Entropy: 256.00 bits,circle
179,Quantum Key: d4aaac8e5faa40c6ea2ed8b70b25a8e9f552a5300817d3d0450fb09b8d810c72,Entropy: 256.00 bits,ellipse
