ID,Key Generated,Entropy Value,Basis Kind
26,Quantum Key: 654efdd49f6bfde67d67cee2d22adc9c0196b8dccdb3e34275d265610dfd8733,Entropy: 4.25 bits,circle
27,Quantum Key: e0a42e520ce96fdae788837a6c0d7086742ce4a2f0047245d044d4ae61deacd4,Entropy: 5.85 bits,rect
28,Quantum Key: a0a3f320f0a60675a019a0da2c19485a75cbf1cac29e562f3fe056a11536a8ae,Entropy: 5.61 bits,circle
29,Quantum Key: 92db349e6a962d5a2d80ddac435f80a71662ec41efe9c5f44a7cd1d6493565aa,Entropy: 2.62 bits,ellipse
30,Quantum Key: 5a688d94a939377bbf4f012c314db389dc1d653c6ad42bacb1ce6f4cf52c4304,Entropy: 6.46 bits,ellipse
31,Quantum Key: b097b834715423d1cd70d6a5a5e445199259f781b162aaefbd7556b71369bf78,Entropy: 5.41 bits,rect
32,Quantum Key: 7f6078883396bffa548dc47fc79faf0095b9407f90f659e6f0486099a52b0544,Entropy: 5.59 bits,ellipse
33,Quantum Key: a35bedfce43ad17bef0dc274888bc27ab2da19c5ba4c4c0a11b69840ee0c417d,Entropy: 2.66 bits,ellipse
34,Quantum Key: 1542eb07d5772b07a209c0ba474e79bb9f3d1853362433936e49be4b9699cff6,Entropy: 5.12 bits,rect
35,Quantum Key: a4a031ec23ec204b1b9740ca57d701632784692f518b7f392d885951bf920e7a,Entropy: 3.75 bits,circle
36,Quantum Key: 347795bb348772c065950bf5525fb772ac04918cc444299d477d82c327d272b6,Entropy: 5.62 bits,ellipse
37,Quantum Key: 521d01ae0de749f79eae69a89fd2040c05d9d45cd7519496528dedafce4a02b5,Entropy: 5.98 bits,rect
38,Quantum Key: 69e20f7de9efe3918d01b965ad9588bfa00f1ffe6091f4f9ac6c104044742762,Entropy: 6.01 bits,ellipse
39,Quantum Key: 4884f923e53de69955de4ac19a08c78bcd5fb9bc839fee90fb462d64a6d66bf1,Entropy: 3.28 bits,circle
40,Quantum Key: b45893ff785f548c68cfe88aec8ae131c38eedb9d9486101836624d5eebd425e,Entropy: 2.68 bits,ellipse
41,Quantum Key: 820531df2667edac4b1aa249d9e295b3afe6dcb04bead2ade4fae0048e99eca4,Entropy: 4.43 bits,ellipse
42,Quantum Key: 5b9e909df43498da6634e755a5f24177ef77a35fcf2af1c3774aae9c86dceb44,Entropy: 6.09 bits,ellipse
43,Quantum Key: cb553c74d66c5e57049fbb1da81631312b4e7825950699fec7faf5ff397089a1,Entropy: 4.98 bits,rect
44,Quantum Key: 7b2eeda29a85e82106e695a0fcf869eea2e7857036bf18d07a9a1b3ba88da7b4,Entropy: 6.71 bits,circle
45,Quantum Key: 3118cab964e39b4be0d599ed345ea307335f48a4735c80ffcbf9b806f2ec21cc,Entropy: 6.34 bits,rect
46,Quantum Key: 42378d6a75b34e24e4a98b8ca12eb94aca95da9d069a95e6dbab3348425c64e8,Entropy: 5.79 bits,circle
47,Quantum Key: 5a56fbc201769c5312e26f27e04b2be2ca6e8611ac80b0f3e3f04e952ac29c69,Entropy: 3.50 bits,ellipse
48,Quantum Key: c33aabcf8c8e11e4eabdade3f58f1ee78b0d088ffb5937dac8ae7de6fe617dda,Entropy: 5.98 bits,ellipse
49,Quantum Key: 95d8fa87198d2096945b7a66e0bbdc7cc4d9056fe07405f0332f73ab40454b98,Entropy: 3.02 bits,ellipse
50,Quantum Key: 785f415a37c48d02cc3436b0ab8daae1940a0dea2729fd037a44edd90dc565a1,Entropy: 5.96 bits,circle
51,Quantum Key: 2c9741650b6c96ece0eb632e1551778ed919321605dafc67ac6c679dabdca614,Entropy: 6.68 bits,circle
52,Quantum Key: 70c7aba2063af0004736235be4088705f79c598feb52708d3104d9a69fa5688f,Entropy: 5.94 bits,ellipse
53,Quantum Key: e18d7ad58132488950a0a2c0e172b1a6b898e030b00bc881598f2088bfbf8637,Entropy: 5.82 bits,rect
54,Quantum Key: d9299dc80035686717a565c5d08dee0929c02b31aac6a950e086f264e9516e7c,Entropy: 4.91 bits,rect
55,Quantum Key: edf3e3fb5884d914d8d3b1351651e4df16e0db2e51a08a5f4ffbf9e6b6ef58d8,Entropy: 6.67 bits,rect
56,Quantum Key: 711735ad8dacb6bb4cc9b2a0823327ee96097d466352accce59a2beed68095ba,Entropy: 5.89 bits,rect
57,Quantum Key: a243baa6790fad2b4ac66b4bda160beb05c4d922d4fb9ed9a756fc5020aa052b,Entropy: 6.70 bits,ellipse
58,Quantum Key: f2919fbcdc2f23209f2049dbcdbc1164d9f217f800798419552d9373b5c3af53,Entropy: 6.50 bits,circle
59,Quantum Key: e5689d76abfb5b72d58dd16e02bf11932aa461969f9d935ec8e21f2629713ec2,Entropy: 6.47 bits,circle
60,Quantum Key: 9be57bfd39d8a590d9608e052fa5ee0bf21109302da5deb25aef8855d666d4e8,Entropy: 5.66 bits,ellipse
61,Quantum Key: 62586d7820f4a2816ee0e307d5cd6b33f3ae37969d767cc928f6ff8d60766fac,Entropy: 6.39 bits,ellipse
62,Quantum Key: 5b4957a43e9b926606d78527ce48390929115bb615ce6aef38ba9dfe01d83de4,Entropy: 5.94 bits,circle
63,Quantum Key: 31c6d45ce979f981737070e088b3a6108ba0160307d8dcd7e8cb30e9078059b3,Entropy: 5.48 bits,ellipse
64,Quantum Key: 7ed449ce40aa6e55d731bd44682a418a1efdea6b85f1ff72ed0dd259ad563d9a,Entropy: 5.89 bits,ellipse
65,Quantum Key: 054895b0b71be6cf6a61dceaf6d0830139b7a54925ccf3ffc09be7be9cf99d27,Entropy: 6.02 bits,ellipse
66,Quantum Key: 42d0ff627e3bf473d4c059298e6a296a28b2d2636dd654cce67e1de9b665a626,Entropy: 6.31 bits,circle
67,Quantum Key: c039f91ba4cca150acd02c303acd384ca34f471416b786c17d5662778c17a897,Entropy: 6.18 bits,circle
68,Quantum Key: 5812f9d28c13ca78d24a69202b5de97bdaf31762dd4cbb40268f3e86e9a9691b,Entropy: 4.12 bits,circle
69,Quantum Key: 041d3a7b24253f05f060893c3830fd9ea6899a077bf7bfc81e331278d9bb8fcd,Entropy: 2.88 bits,circle
70,Quantum Key: ab4b7b30ef49c60ac6e0c0196fdc2c0845c768e290ce2225d84a84d92892f072,Entropy: 5.94 bits,ellipse
71,Quantum Key: a0a330e61ce7a3442197fd0ccf3226c9e8f619f5a5ba2571b28e1ca571b57c37,Entropy: 5.52 bits,circle
72,Quantum Key: 041ab37cfe1451bda26b419d1979befa758f4a6e116ddd2056c513c084c04714,Entropy: 5.95 bits,ellipse
73,Quantum Key: 5f253da0df6e475b478982dc2d1d05bd9de116bb89ec0d46cfc2f31389568596,Entropy: 6.23 bits,rect
74,Quantum Key: 0fd946108db9b04a900160628a05810bf0305336f25ee0dd0cc803806e92cbf0,Entropy: 5.87 bits,ellipse
75,Quantum Key: 3be63888d0a21dc2f63d5a6b026057f64c0eeee5efedb82562ef66bc5035f08a,Entropy: 6.61 bits,ellipse
76,Quantum Key: 9bdd3ac1111207eb58dd7030b065dec6a115f74f6c0726cef164dc5e341c6e41,Entropy: 3.95 bits,circle
77,Quantum Key: c42f00df1a849e39a446e7eff3049d1c479b3fe62e4fd0b00abb44a69bb76e0c,Entropy: 5.28 bits,circle
78,Quantum Key: 581ed9d1576f67f54c57f832ad4d714769e6095450d0fc982f8064202bfe4f94,Entropy: 3.99 bits,rect
79,Quantum Key: 06bd3d8cba8d6541ed46f2dc89820c3353f06bf09c5258fcf5d0d075ed134bcd,Entropy: 5.95 bits,rect
80,Quantum Key: 128fa8f41b4d8b7dc1fd31828bfddc1cd6143712efeb6c977535a31365a6a7a5,Entropy: 4.40 bits,ellipse
81,Quantum Key: 724a069dbc5b58784e0595c2ea46fd0c27b985d21a0f2cb22eceda5051818895,Entropy: 6.54 bits,circle
82,Quantum Key: f59a78c73d6ceab861d83f15654fc36a74a8f83339040723814f9c9a868324c8,Entropy: 5.46 bits,circle
83,Quantum Key: 115d5684922751e40ed58a32b25ca128fb56f49b1820d5c4e75b18ddda5600db,Entropy: 6.18 bits,ellipse
84,Quantum Key: 8d8be3381dd965d7662543b082583a479b9688b3ca3ffe6e94ca90bfadd0408e,Entropy: 4.81 bits,ellipse
85,Quantum Key: 99f6c45bd596e2e936aa24ee172882057e4c9552097e3e381ccbd90c9aa221c8,Entropy: 5.94 bits,circle
86,Quantum Key: f810ed320d7b9427d256f0514f92f28f57df25d73b8438004e010b8cf501b907,Entropy: 5.78 bits,rect
87,Quantum Key: 6401104d798f3ee6c255b6296fbc4484142e2853cad1693905afa9579a242c2d,Entropy: 5.36 bits,rect
88,Quantum Key: c89aeaec8123b6b293a4f33b94be8e78012d5eb7a08798eb67e1637f0187e1e0,Entropy: 5.12 bits,circle
89,Quantum Key: 166e5bb7661be682487828942673a7ef58f4d1bf53afbf16347ed53c029accf7,Entropy: 5.71 bits,circle
90,Quantum Key: 7eab98a472ed43b4eda8e631467302663baf8af7a09d6c081e7cd1301b426893,Entropy: 5.75 bits,circle
91,Quantum Key: 92b7561650c00494e70a8c1d4d3dd1b29d4f49104f551e1a8d38e7b45246bb21,Entropy: 5.14 bits,ellipse
92,Quantum Key: 6350721bbeb395ca14a7a46aa7946c84a17e021cdc6cb72278985b12ef86b03a,Entropy: 4.94 bits,ellipse
93,Quantum Key: b8fd0d9dd77e9a247f6c1af63a7c238d33e8d575412c935ef984147c2d38e91b,Entropy: 2.76 bits,circle
94,Quantum Key: 8d8e633b27484c6bbb995c7d23129e98485476ea0deb227f0a68d5a1e2f2a3c8,Entropy: 3.37 bits,ellipse
95,Quantum Key: de2522450247b8f44ae7feb946caf704187694c63cd12dc75c7ab7d15a8b892c,Entropy: 6.39 bits,ellipse
96,Quantum Key: dea28eb09b27fafd8096024db6ae8dcaba5f507f94cef7010c3b4c04c680825e,Entropy: 6.68 bits,ellipse
97,Quantum Key: c54eb2f6fc94d1018f7179ebb1ce4eb0e574319be2b83826101c224f5e7461d0,Entropy: 3.99 bits,rect
98,Quantum Key: 97e7cfa326b29d48595ff8722d85b6da2ddc41d7797cb63be8c376a37405f628,Entropy: 5.67 bits,circle
99,Quantum Key: fc06c9d7b7563ddd23fac9af3b0196ede03f45b5d8a7bb3544446ab7cb83213f,Entropy: 4.04 bits,circle
100,Quantum Key: 92d47c15adb3ab7e009b47c6537b36c117eb32b52e15cf3d2e124fe4fd854e9f,Entropy: 3.53 bits,circle
101,Quantum Key: 99f91a4147781f0f6677b537a00f1596072dbd085c84651b08de3c02795c4958,Entropy: 6.54 bits,rect
102,Quantum Key: 07ddda1cbe97261b2ccab59ea6c10a1f952a4e193e662d8e0976fd4cc6b5eff7,Entropy: 5.87 bits,ellipse
103,Quantum Key: c3ea6355c29162de1f6acca086117a64292e0bec5664cdeb8e0c07569a672112,Entropy: 6.35 bits,ellipse
104,Quantum Key: 6db31edf5312b6f29876393d76fae6b7b12251beee64c4ba7a3078233993a737,Entropy: 5.65 bits,circle
105,Quantum Key: 7d057544848fd97a03759935f2becda3c342625813e2b6d4f58877a2d58297b7,Entropy: 5.31 bits,rect
106,Quantum Key: 4815d59e4832463debfbe97b40506c393717dd4293d39f80c25e9b3603ccf4f2,Entropy: 5.86 bits,circle
107,Quantum Key: 2856927d21148b4d32623188234a1ff08af0f2264c10b78e36b5066dce4fac8a,Entropy: 4.06 bits,ellipse
108,Quantum Key: d11cf3c7d5a477e7c52be56457ad4c41b2f77d8c04256a07d631d104394e2009,Entropy: 4.05 bits,circle
109,Quantum Key: ad16b34a81b34f1f3bd346c9bac6d328e9319938a40b32ee90376b883499a64b,Entropy: 6.81 bits,ellipse
110,Quantum Key: 8c1ebb3cc5fbaaac30a1f778bb70636f0db9498644b3f2822a9c518d1f659fe0,Entropy: 4.30 bits,circle
111,Quantum Key: a88f814a2e4d2ae20cb522e2afdf06ebcbc4cd87372c3fdbb00f7b8ad3558ef9,Entropy: 3.39 bits,circle
112,Quantum Key: 98d915a822982f0c0deb8bf24f72e5da28dda38d75a7bdf2e71d72e2f8cc0708,Entropy: 5.65 bits,ellipse
113,Quantum Key: 089548b138e4b1f1cf5d674f576b6fba863961267371db8868aec5166825a1d8,Entropy: 6.56 bits,ellipse
114,Quantum Key: ef5772dc36f5fef08ea92ade9626daa52c50fa275349284631b14df6a5c0d574,Entropy: 6.09 bits,ellipse
115,Quantum Key: d8454c9fb0495d7a6f4c3c7f4226ccf2c395d77bcfcd271299ac60ed20670d8e,Entropy: 4.76 bits,circle
116,Quantum Key: f0e6f728608077c18241dd7cfaac3e56097c9c9de42047a691c38408275bc2a9,Entropy: 5.12 bits,ellipse
117,Quantum Key: d5a6f70c20e73c32ebdc46b6d9f862c8338e31e01237c1e0ba1789b3121bfb21,Entropy: 5.57 bits,rect
118,Quantum Key: 5f67fc2713c0288b636916d619ec6ce00dd4bc19b201a958ea119d1c75aee2f9,Entropy: 6.36 bits,rect
119,Quantum Key: 1db17ad737d73144e2f9298d5b52051a5b02f84c4f8a636e6ddf7d71bb0ead46,Entropy: 6.00 bits,rect
120,Quantum Key: 08a359cb0f92b280e3c7f0ffbf454574342b94d52b9b84bc00b86865748591bf,Entropy: 6.70 bits,rect
121,Quantum Key: e6af0f63486a9ed8911998fd7de840970acdecd512cfcb9d156375abbbeecc33,Entropy: 6.33 bits,ellipse
122,Quantum Key: ec2311e9849fa6531d76a79e61be355155e3e50223c0b0a20d7bc4da724a299a,Entropy: 5.24 bits,ellipse
123,Quantum Key: 2a8d3c05c78f97681e5e70bb178f77ecdcc0718539e089d8edf035fa33934bed,Entropy: 6.50 bits,ellipse
124,Quantum Key: 614d13ac57e0be2c3a80a01c0a586385ad5421446adb67ecc69ee1cfd611084c,Entropy: 6.83 bits,rect
125,Quantum Key: b85594b6a27f0df597593237db846eec3b4f65f2adfab5074ed39ff17808209c,Entropy: 2.35 bits,ellipse
126,Quantum Key: f151623763117da50da8dbbded78e06bf9d6aa51f8d1dc948edc4a495f260130,Entropy: 6.64 bits,rect
127,Quantum Key: 079ac2104917067d1f76ee362abfcb10d59f66865757c59478c9450bb92e83d4,Entropy: 5.69 bits,ellipse
128,Quantum Key: 9830ea24425d3e3a6545f75a3674ce8b2b5bb9c91613961a957f8031803c9751,Entropy: 6.00 bits,rect
129,Quantum Key: 399dd6dfcd7dc7ba2aa2cd9acc08b885b774807b19e532dca1a29f61847b8138,Entropy: 6.11 bits,circle
130,Quantum Key: 936602c0b670ba2ead232deac4b37cb28e7f1ce0dc1ad507f68ad580ecf52c1c,Entropy: 5.90 bits,ellipse
131,Quantum Key: 57d80420dff9df1db9ea1818e73b1d0f8ec298d2dc368f13f78555d23b13097a,Entropy: 2.62 bits,rect
132,Quantum Key: a5c2484ade76a3e09a1cd74a68b5eea7041f076abae5a57f69afe718545c558e,Entropy: 6.53 bits,rect
133,Quantum Key: 9803e9e25987373850de28347c6f5a716ee627edccd0ee1ae2de0d6ed96320bb,Entropy: 6.85 bits,ellipse
134,Quantum Key: 5dc2e9c45ee664317418d645e59b4e64521c5be0dda918abc9e3293fa6a8de2d,Entropy: 6.60 bits,circle
135,Quantum Key: 2a13e043d65e2fde0fbb61d74acf648ed2382291076226cd77cd2021a425a7ad,Entropy: 6.91 bits,rect
136,Quantum Key: b38de6164c8562e07e9c2badca19eb1cdb4c7db45a081aca4f104690aef8dea6,Entropy: 6.85 bits,circle
137,Quantum Key: a7fc71e3f2a556d73777f71f033a682085b26f56a816fc0975c4f361cdb86a38,Entropy: 5.64 bits,rect
138,Quantum Key: f91437428cdda7948fa2d45d9e184e0024decf7303a02ab10f42f7659f624d6b,Entropy: 6.68 bits,rect
139,Quantum Key: e3ecb8e2d1349713094fdaa8a3941226c1433bcd8c427d19df12639444e3e890,Entropy: 5.12 bits,circle
140,Quantum Key: c40b52d20b67f0497e1d29c8478dcdbc461d5b68a3e3473720b7a57d43f62402,Entropy: 5.63 bits,circle
141,Quantum Key: 954a24a70b1f57c5ba9302cfc492716617407adcc4beaf4e258ee2e7b81a67fc,Entropy: 1.92 bits,rect
142,Quantum Key: 7e38f220c9006dc778f249b25828a91f290d957c3691ff22ce07475579749efc,Entropy: 4.55 bits,rect
143,Quantum Key: 8ca5c13db7414a89da16e26d0d6de8ce2448b99769d0f8045f87de84d3770197,Entropy: 5.82 bits,ellipse
144,Quantum Key: b3a4be172e10b54f1f8c86c84c15e3924785a33dc75719ac3b02c9de99f0fa54,Entropy: 5.83 bits,rect
145,Quantum Key: 4eccb374b46083b2c2ccc93a0461c9e15c11267d692e57b51bf8d103350b50c0,Entropy: 6.57 bits,rect
146,Quantum Key: 95ea99c188e3d0c37bec22cb3f04b587a8f69c0272e983453603974636fbab0a,Entropy: 3.76 bits,rect
147,Quantum Key: 711fdd3ebd1485b8206d73cc7247f45279bc781a02138597093ca01fa7c47bef,Entropy: 6.96 bits,rect
148,Quantum Key: 0f3f2c7930279368f6c72a083f18376ad4eec2a91287ec7fe4baaa33e93fc64c,Entropy: 5.47 bits,ellipse
149,Quantum Key: 1b14d05920771f422875eda06c66958efca32700fc02b319a84f7e09f397e5e9,Entropy: 6.81 bits,rect
150,Quantum Key: a48d3cc2356aa2f5194683b343e5ac4ef363c612338bbb0f59c9ee9b2434ffcc,Entropy: 4.80 bits,ellipse
151,Quantum Key: 0fa01fe50ba921e71d0089a9496f1e3c09b467561dc1be92aff7194f5ce0157f,Entropy: 6.23 bits,rect
152,Quantum Key: f1406f65b8f4784d9bed3a1167efc30f5579f2a69ba1ec92a1ccbfa20ce9a20e,Entropy: 4.86 bits,ellipse
153,Quantum Key: 54527db6a19812eb2e2a2a86be838980f5fcc8301bc993e628737ed621ae3f30,Entropy: 6.71 bits,circle
154,Quantum Key: c01702cefad89e60c7d7aeb0c37e65f35115702c9ccd2dd53938340f2ab39fb5,Entropy: 6.10 bits,ellipse
155,Quantum Key: 5949a24940d3263056b8b0c052f4982751e90d3c89f10399ab404125c3a04c88,Entropy: 6.47 bits,rect
156,Quantum Key: 594bd73885ad007a1ae83805473452355a1edd0af748077b4789085bdde65a71,Entropy: 3.80 bits,ellipse
157,Quantum Key: ca537fde118b6e833808166f8fc016dc421a0426165b7a724909f6dfaef152ba,Entropy: 6.11 bits,rect
158,Quantum Key: 92ea8051f01492938650789b65cbd112c92a6be25d30bed4a70fba5e95262215,Entropy: 6.46 bits,circle
159,Quantum Key: e474cd6182ea00388691008ff06aa9a2d49b0ef74468749074d3549c50168a16,Entropy: 6.84 bits,rect
160,Quantum Key: 48bafbc99d95b00e73545b2bbf9868067d7620269296484995876871439d9784,Entropy: 2.77 bits,ellipse
161,Quantum Key: 5abb4953ae2e86c9bb158f1f1a2f72febb7f77dd4d5d3dc40a79fd38bf5f99ed,Entropy: 6.28 bits,rect
162,Quantum Key: 6754e27cc232687e2017a21ec58edaf3bbf3aded28bab8c9a4517f7a2922c7fe,Entropy: 5.25 bits,rect
163,Quantum Key: edf7b39c7f6724872cb96fee3ade83cc7e98a44c7eedcabeef90e093e3961623,Entropy: 6.76 bits,circle
164,Quantum Key: 1211816e0019f22c7b3325d1d5db389a416638d947bf02e8c043ae5737a7137a,Entropy: 7.20 bits,rect
165,Quantum Key: 697869a08c15b6da80caf0dd5fe67cacaac1373acf1cead240e6c361da0b1201,Entropy: 5.88 bits,circle
166,Quantum Key: fd357eec3cfd25bad92ca6156a0c12cdb6803df20901e8263873fd94bd2697b7,Entropy: 5.37 bits,circle
167,Quantum Key: 052a57203f8cb6e0212f8343b45ba8024ce0341a874d2d676e5bd176e821011e,Entropy: 6.03 bits,rect
168,Quantum Key: 37da4c5e22efe04b3d52b33446107c6436ff9afb859203a0273e099bc979deea,Entropy: 5.75 bits,circle
169,Quantum Key: 9d6e8360b0ef4fdb9a56eecf749426f51555903ae19aaff309e83b946b537a17,Entropy: 5.95 bits,ellipse
170,Quantum Key: f2c163095816856fe1754b414a7588710a9a53c74301aae9a745f02ea3716ea2,Entropy: 5.11 bits,rect
171,Quantum Key: 3f6a098aa129731a09e6a636ef10351897aa38cdff842fb658e5dc88cb1de156,Entropy: 4.34 bits,ellipse
172,Quantum Key: 5c15e424a5c8aca8b5b24df9f42d0b350338b3a8f686beaec6a97db3a035e3bd,Entropy: 6.12 bits,circle
173,Quantum Key: 83fb1c4d54134516f8f5b87c6e133dd414af78af130de10c5fae81350375cd24,Entropy: 6.88 bits,ellipse
174,Quantum Key: 9309db02d73080f8c408acff8af6978aec4a8a683d5816e4527b6bef005f880a,Entropy: 3.60 bits,rect
175,Quantum Key: a749d525f0185a3f4be65ffd4df1b901e3d567e3823fc9bad36e25781b793a14,Entropy: 2.97 bits,circle
176,Quantum Key: 78089bcfa7053e872aea8eefadb07d3a7ae71b71f148fb2a8b60928b1505c296,Entropy: 5.36 bits,ellipse
177,Quantum Key: 9c572c39bbcbe20f5fc797c10d2f88dcdc7e6b22c92e65656cea187dae17c080,Entropy: 1.97 bits,ellipse
178,Quantum Key: 448a8188faaba00f8803eee1127bd0215fb8bd4c836b0044664b1e178c6c6b95,Entropy: 6.90 bits,rect
179,Quantum Key: e6c6e47be64ab95c9f75c266ac55c7fc31fd6e3d996d0474876df284ecadd453,Entropy: 6.69 bits,circle
180,Quantum Key: ed6c71a2718aed8acfb7300294c5c1ccdc23a6859758022dab7e008eb260fe70,Entropy: 5.60 bits,rect
181,Quantum Key: 618b3c22f75c38165b339e373678f02915e750f1a52d58510ad6205cb4d62e95,Entropy: 2.23 bits,ellipse
182,Quantum Key: 715a29888dc1755dc46b0b0b088744839c3a11815cc9a4f7277e3bb727ccf535,Entropy: 4.86 bits,ellipse
183,Quantum Key: 510ffb8ca1c602eec29e91c0d25e5b9b402891437d2eff49ce1aa7979ceb7c70,Entropy: 6.31 bits,ellipse
184,Quantum Key: 504d63ef32625b3cde2730abe73133880786b5a9fce1f312a5b11e335f00eeed,Entropy: 5.12 bits,rect
185,Quantum Key: c2000816a99cd7df18cc8dc619fc70108c38990b40a2b77f92d25762217a16b5,Entropy: 5.89 bits,circle
186,Quantum Key: af26735f926c7e256689a231d32f41ce6ae007b8e9a952cb15892eb5adae3cab,Entropy: 1.84 bits,circle
187,Quantum Key: 1a65797b08c7001605eea8fb4583e53901c04746944ef1868c652c0dabefa747,Entropy: 5.73 bits,rect
188,Quantum Key: 68af416bade348d94f97c5077e6f842a744da89715e53a13c955831c688ee1bb,Entropy: 5.50 bits,rect
189,Quantum Key: b0a96a34a6a3970e7b96ddfffe6da004f0b0b1bdfeaef069a619bbd3f776d255,Entropy: 4.48 bits,rect
190,Quantum Key: 76570e6d60d523271363ba93e069a4b041e11adeabc58a5f532bc60bbe35accb,Entropy: 6.55 bits,rect
191,Quantum Key: 876eeb80ef09b6126c179329c7289d003c9b44f564fcee62f398d23458289477,Entropy: 5.92 bits,ellipse
192,Quantum Key: 962b91345c9a30f069c1e7f7246bfc3ffbbad182bd8422cd06b8abe79d61019b,Entropy: 5.13 bits,rect
193,Quantum Key: 8c62e995c0720e796e0d08c3a93a6ef4e63ece835b99d2a73f53732f073b84fc,Entropy: 5.79 bits,circle
194,Quantum Key: 2c396a1108ceacb4a716a258eef5aeffdc52e674ca50b88780a0e735c1003f9d,Entropy: 1.68 bits,ellipse
195,Quantum Key: 7e1df52ebf7eb5dace765516f86c5ae4d9d1637661b272d7280e8be9adb7cc22,Entropy: 6.22 bits,ellipse
196,Quantum Key: 0554705d67d04b68a5706653e7825b14ab0fb05dc5617ca363728c72d5c479b6,Entropy: 6.91 bits,ellipse
197,Quantum Key: 5a9798bb9c6e9f6abb9b561461a60e6265dd646d80ce6eb38523dc7ca6e57045,Entropy: 7.28 bits,ellipse
198,Quantum Key: d062b373b4b1abb7d4100a3bd2ce246aece1d4f7874edacea13a72e8ef7d0d6d,Entropy: 6.71 bits,ellipse
199,Quantum Key: e6ba3d2f4e6e830c19cef677c24692c0a48160f1556c747879738c3e5b6adb78,Entropy: 6.02 bits,ellipse
200,Quantum Key: 02a41bd8411ff3032c83506435c83146ee76aecf22894ffd8c0f8a6ed8be1bd7,Entropy: 4.63 bits,circle
201,Quantum Key: 3e160b0002da3e20a2c9f8cb1a1b0ca0c60f857b449dfd0c81210beaa517f81a,Entropy: 7.10 bits,circle
